age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55,Housemaid,Divorced,Unknown,No,3068.0,No,No,Cellular,7,Jul,44.0,3,-1.0,0,Unknown,No
39,Administrative,Married,Secondary,No,2319.0,No,No,Cellular,7,Jul,84.0,1,-1.0,0,Unknown,No
25,Technician,Single,Tertiary,No,437.0,No,Yes,Cellular,7,Jul,121.0,1,-1.0,0,Unknown,No
41,Technician,Single,Secondary,No,879.0,No,Yes,Cellular,7,Jul,60.0,4,-1.0,0,Unknown,No
34,Technician,Single,Secondary,No,232.0,No,No,Cellular,7,Jul,130.0,1,-1.0,0,Unknown,No
37,Administrative,Single,Secondary,No,-117.0,No,Yes,Cellular,7,Jul,106.0,1,-1.0,0,Unknown,No
51,Retired,Married,Secondary,No,3003.0,Yes,No,Cellular,7,Jul,149.0,3,-1.0,0,Unknown,No
35,Administrative,Single,Secondary,No,0.0,No,Yes,Cellular,7,Jul,480.0,1,-1.0,0,Unknown,No
49,Blue-collar,Married,Primary,No,-167.0,No,No,Cellular,7,Jul,51.0,1,-1.0,0,Unknown,No
28,Technician,Single,Secondary,No,909.0,No,Yes,Cellular,7,Jul,532.0,1,-1.0,0,Unknown,Yes
26,Blue-collar,Single,Secondary,No,428.0,No,Yes,Cellular,7,Jul,575.0,1,-1.0,0,Unknown,No
27,Management,Married,Tertiary,No,54.0,Yes,Yes,Cellular,7,Jul,72.0,1,-1.0,0,Unknown,No
45,Administrative,Divorced,Secondary,No,-176.0,No,Yes,Cellular,7,Jul,574.0,1,-1.0,0,Unknown,Yes
34,Administrative,Divorced,Secondary,No,564.0,No,Yes,Cellular,7,Jul,445.0,1,-1.0,0,Unknown,No
27,Services,Married,Secondary,No,221.0,No,Yes,Cellular,7,Jul,554.0,1,-1.0,0,Unknown,No
35,Services,Divorced,Secondary,No,35.0,Yes,No,Cellular,7,Jul,129.0,4,-1.0,0,Unknown,No
48,Administrative,Married,Secondary,No,8.0,No,Yes,Cellular,7,Jul,46.0,1,-1.0,0,Unknown,No
33,Services,Single,Secondary,No,149.0,No,Yes,Cellular,7,Jul,254.0,1,-1.0,0,Unknown,No
31,Technician,Single,Secondary,No,475.0,No,No,Cellular,7,Jul,226.0,1,-1.0,0,Unknown,No
40,Blue-collar,Single,Unknown,No,29.0,No,No,Telephone,7,Jul,118.0,2,-1.0,0,Unknown,No
56,Housemaid,Divorced,Secondary,No,977.0,No,No,Cellular,7,Jul,1200.0,1,-1.0,0,Unknown,No
29,Blue-collar,Single,Primary,No,161.0,No,Yes,Cellular,7,Jul,295.0,1,-1.0,0,Unknown,No
40,Management,Divorced,Tertiary,No,492.0,No,Yes,Cellular,7,Jul,125.0,2,-1.0,0,Unknown,No
35,Administrative,Married,Secondary,No,0.0,No,No,Cellular,7,Jul,78.0,11,-1.0,0,Unknown,No
30,Administrative,Married,Primary,No,40.0,Yes,Yes,Cellular,7,Jul,174.0,1,-1.0,0,Unknown,No
59,Blue-collar,Married,Secondary,No,13718.0,No,No,Telephone,7,Jul,107.0,6,-1.0,0,Unknown,No
34,Blue-collar,Married,Secondary,No,205.0,Yes,Yes,Cellular,7,Jul,309.0,1,-1.0,0,Unknown,No
26,Blue-collar,Single,Secondary,No,123.0,No,Yes,Cellular,7,Jul,209.0,1,-1.0,0,Unknown,No
41,Management,Married,Secondary,No,0.0,No,Yes,Cellular,7,Jul,630.0,3,-1.0,0,Unknown,No
31,Unknown,Single,Tertiary,No,0.0,No,No,Cellular,7,Jul,57.0,1,-1.0,0,Unknown,No
58,Blue-collar,Married,Secondary,No,2146.0,No,No,Cellular,7,Jul,206.0,3,-1.0,0,Unknown,No
35,Blue-collar,Married,Primary,No,63.0,No,Yes,Cellular,7,Jul,243.0,2,-1.0,0,Unknown,No
27,Technician,Married,Secondary,No,-428.0,No,No,Cellular,7,Jul,451.0,1,-1.0,0,Unknown,No
40,Management,Married,Tertiary,No,0.0,No,No,Cellular,7,Jul,111.0,1,-1.0,0,Unknown,No
52,Technician,Divorced,Tertiary,Yes,-1014.0,No,Yes,Cellular,7,Jul,154.0,1,-1.0,0,Unknown,No
38,Technician,Married,Secondary,No,-228.0,Yes,No,Cellular,7,Jul,162.0,4,-1.0,0,Unknown,No
30,Blue-collar,Single,Secondary,No,-42.0,No,No,Cellular,7,Jul,86.0,2,-1.0,0,Unknown,No
25,Blue-collar,Single,Secondary,No,218.0,No,Yes,Cellular,7,Jul,448.0,1,-1.0,0,Unknown,No
57,Blue-collar,Married,Primary,No,282.0,No,Yes,Cellular,7,Jul,261.0,12,-1.0,0,Unknown,No
29,Services,Married,Secondary,No,123.0,No,Yes,Cellular,7,Jul,151.0,1,-1.0,0,Unknown,No
48,Blue-collar,Married,Primary,No,14.0,No,Yes,Cellular,7,Jul,120.0,1,-1.0,0,Unknown,No
29,Blue-collar,Married,Secondary,No,247.0,No,Yes,Cellular,7,Jul,199.0,1,-1.0,0,Unknown,No
31,Housemaid,Married,Unknown,Yes,-6.0,No,Yes,Telephone,7,Jul,94.0,2,-1.0,0,Unknown,No
38,Housemaid,Divorced,Secondary,No,216.0,No,No,Cellular,7,Jul,97.0,3,-1.0,0,Unknown,No
29,Technician,Married,Secondary,No,-28.0,No,No,Cellular,7,Jul,531.0,1,-1.0,0,Unknown,No
40,Blue-collar,Married,Secondary,No,326.0,Yes,Yes,Cellular,7,Jul,112.0,1,-1.0,0,Unknown,No
31,Administrative,Single,Secondary,No,119.0,No,No,Cellular,7,Jul,80.0,1,-1.0,0,Unknown,No
34,Blue-collar,Married,Primary,No,69.0,No,No,Telephone,7,Jul,41.0,1,-1.0,0,Unknown,No
29,Blue-collar,Married,Primary,No,707.0,No,No,Cellular,7,Jul,210.0,1,-1.0,0,Unknown,No
44,Housemaid,Married,Primary,No,-227.0,No,Yes,Cellular,7,Jul,153.0,1,-1.0,0,Unknown,No
41,Blue-collar,Single,Secondary,Yes,1085.0,Yes,Yes,Cellular,7,Jul,599.0,1,-1.0,0,Unknown,Yes
35,Entrepreneur,Married,Primary,Yes,25.0,No,Yes,Cellular,7,Jul,236.0,1,-1.0,0,Unknown,No
43,Management,Divorced,Tertiary,No,-132.0,Yes,Yes,Cellular,7,Jul,532.0,2,-1.0,0,Unknown,No
59,Blue-collar,Divorced,Primary,No,1265.0,No,Yes,Cellular,7,Jul,849.0,1,-1.0,0,Unknown,Yes
46,Management,Married,Secondary,No,700.0,No,Yes,Cellular,7,Jul,136.0,1,-1.0,0,Unknown,No
55,Blue-collar,Single,Secondary,No,82.0,No,Yes,Cellular,7,Jul,500.0,1,-1.0,0,Unknown,No
41,Housemaid,Married,Primary,No,1529.0,No,No,Cellular,7,Jul,61.0,6,-1.0,0,Unknown,No
59,Management,Single,Tertiary,No,623.0,Yes,No,Cellular,7,Jul,212.0,4,-1.0,0,Unknown,No
39,Technician,Married,Secondary,No,-241.0,Yes,Yes,Cellular,7,Jul,337.0,4,-1.0,0,Unknown,No
26,Technician,Divorced,Tertiary,No,278.0,Yes,Yes,Cellular,7,Jul,1467.0,1,-1.0,0,Unknown,No
33,Blue-collar,Married,Secondary,No,1834.0,Yes,No,Cellular,7,Jul,117.0,3,-1.0,0,Unknown,No
32,Technician,Single,Secondary,No,-398.0,No,Yes,Cellular,7,Jul,387.0,2,-1.0,0,Unknown,No
41,Technician,Divorced,Secondary,No,0.0,No,No,Cellular,7,Jul,353.0,4,-1.0,0,Unknown,No
29,Services,Married,Secondary,No,-597.0,No,No,Cellular,7,Jul,500.0,2,-1.0,0,Unknown,No
31,Blue-collar,Single,Secondary,No,16.0,No,No,Cellular,7,Jul,387.0,1,-1.0,0,Unknown,No
37,Administrative,Married,Secondary,No,10.0,No,Yes,Cellular,7,Jul,162.0,2,-1.0,0,Unknown,No
50,Administrative,Single,Secondary,No,-79.0,No,Yes,Cellular,7,Jul,70.0,1,-1.0,0,Unknown,No
27,Management,Single,Tertiary,No,338.0,No,Yes,Cellular,7,Jul,535.0,1,-1.0,0,Unknown,No
47,Management,Married,Tertiary,No,-50.0,No,Yes,Cellular,7,Jul,175.0,1,-1.0,0,Unknown,No
47,Technician,Single,Secondary,No,-239.0,Yes,Yes,Cellular,7,Jul,973.0,3,-1.0,0,Unknown,Yes
47,Housemaid,Married,Tertiary,No,333.0,No,No,Telephone,7,Jul,141.0,1,-1.0,0,Unknown,No
51,Services,Married,Secondary,No,867.0,Yes,No,Cellular,7,Jul,422.0,3,-1.0,0,Unknown,No
57,Retired,Married,Secondary,No,-37.0,No,Yes,Cellular,7,Jul,354.0,1,-1.0,0,Unknown,No
44,Technician,Divorced,Secondary,No,0.0,Yes,No,Cellular,7,Jul,835.0,4,-1.0,0,Unknown,No
51,Management,Married,Tertiary,No,1392.0,No,No,Cellular,7,Jul,511.0,3,-1.0,0,Unknown,No
28,Blue-collar,Married,Primary,No,-196.0,No,No,Cellular,7,Jul,209.0,1,-1.0,0,Unknown,No
41,Administrative,Single,Secondary,No,0.0,Yes,Yes,Cellular,7,Jul,166.0,1,-1.0,0,Unknown,No
30,Management,Single,Secondary,No,269.0,No,Yes,Cellular,7,Jul,1165.0,2,-1.0,0,Unknown,No
25,Blue-collar,Single,Secondary,No,913.0,Yes,No,Cellular,7,Jul,113.0,4,-1.0,0,Unknown,No
32,Administrative,Single,Secondary,No,-267.0,No,Yes,Cellular,7,Jul,98.0,1,-1.0,0,Unknown,No
40,Services,Married,Secondary,No,193.0,Yes,Yes,Cellular,7,Jul,190.0,1,-1.0,0,Unknown,No
31,Services,Single,Secondary,No,78.0,Yes,Yes,Cellular,7,Jul,104.0,1,-1.0,0,Unknown,No
30,Unemployed,Married,Secondary,No,85.0,Yes,Yes,Cellular,7,Jul,88.0,1,-1.0,0,Unknown,No
25,Services,Single,Secondary,No,111.0,No,Yes,Cellular,7,Jul,316.0,1,-1.0,0,Unknown,No
45,Blue-collar,Married,Secondary,No,226.0,No,No,Telephone,7,Jul,211.0,2,-1.0,0,Unknown,No
49,Blue-collar,Married,Primary,Yes,-354.0,No,Yes,Cellular,7,Jul,455.0,1,-1.0,0,Unknown,No
32,Administrative,Single,Secondary,No,212.0,No,No,Cellular,7,Jul,830.0,5,-1.0,0,Unknown,Yes
52,Blue-collar,Married,Primary,No,9444.0,No,No,Cellular,7,Jul,271.0,3,-1.0,0,Unknown,No
35,Management,Single,Tertiary,No,14.0,No,No,Cellular,7,Jul,167.0,2,-1.0,0,Unknown,No
60,Retired,Divorced,Tertiary,No,468.0,No,No,Cellular,7,Jul,108.0,2,-1.0,0,Unknown,No
33,Blue-collar,Single,Primary,Yes,-15.0,No,Yes,Cellular,7,Jul,326.0,2,-1.0,0,Unknown,No
43,Management,Married,Tertiary,No,1530.0,No,No,Cellular,7,Jul,91.0,3,-1.0,0,Unknown,No
42,Administrative,Married,Secondary,No,1133.0,Yes,No,Cellular,7,Jul,375.0,3,-1.0,0,Unknown,No
50,Technician,Married,Unknown,No,680.0,No,No,Cellular,7,Jul,457.0,5,-1.0,0,Unknown,No
33,Services,Single,Secondary,No,329.0,Yes,Yes,Cellular,7,Jul,227.0,4,-1.0,0,Unknown,No
42,Technician,Married,Secondary,No,473.0,Yes,No,Cellular,7,Jul,216.0,5,-1.0,0,Unknown,No
26,Blue-collar,Single,Secondary,Yes,-8019.0,No,Yes,Cellular,7,Jul,299.0,3,-1.0,0,Unknown,No
25,Technician,Single,Tertiary,No,226.0,No,No,Cellular,7,Jul,366.0,2,-1.0,0,Unknown,No
26,Administrative,Married,Secondary,No,383.0,Yes,Yes,Cellular,7,Jul,238.0,2,-1.0,0,Unknown,No
39,Administrative,Divorced,Secondary,No,1.0,No,Yes,Cellular,7,Jul,281.0,1,-1.0,0,Unknown,No
39,Services,Married,Secondary,No,27.0,No,Yes,Cellular,7,Jul,290.0,1,-1.0,0,Unknown,No
31,Technician,Single,Secondary,No,49.0,Yes,No,Cellular,7,Jul,234.0,1,-1.0,0,Unknown,No
52,Unemployed,Married,Tertiary,No,1023.0,No,No,Cellular,7,Jul,107.0,6,-1.0,0,Unknown,No
28,Administrative,Single,Secondary,No,1507.0,No,No,Cellular,7,Jul,92.0,1,-1.0,0,Unknown,No
46,Blue-collar,Married,Primary,No,3969.0,No,No,Telephone,7,Jul,46.0,5,-1.0,0,Unknown,No
28,Services,Single,Secondary,No,198.0,No,No,Cellular,7,Jul,159.0,1,-1.0,0,Unknown,No
54,Housemaid,Married,Secondary,No,0.0,No,Yes,Cellular,7,Jul,97.0,1,-1.0,0,Unknown,No
45,Blue-collar,Married,Primary,No,55.0,No,No,Cellular,7,Jul,112.0,3,-1.0,0,Unknown,No
58,Entrepreneur,Married,Primary,No,124.0,Yes,No,Cellular,7,Jul,293.0,7,-1.0,0,Unknown,No
42,Blue-collar,Single,Secondary,No,419.0,No,No,Cellular,7,Jul,88.0,3,-1.0,0,Unknown,No
34,Blue-collar,Single,Secondary,No,-72.0,Yes,No,Cellular,7,Jul,273.0,5,-1.0,0,Unknown,No
50,Technician,Married,Secondary,No,0.0,No,No,Cellular,7,Jul,152.0,2,-1.0,0,Unknown,No
59,Blue-collar,Married,Primary,No,3372.0,No,No,Cellular,7,Jul,87.0,1,-1.0,0,Unknown,No
56,Blue-collar,Married,Secondary,No,58932.0,No,No,Telephone,7,Jul,339.0,2,-1.0,0,Unknown,No
58,Technician,Divorced,Secondary,No,-354.0,Yes,Yes,Cellular,7,Jul,98.0,1,-1.0,0,Unknown,No
31,Management,Married,Tertiary,No,-513.0,No,Yes,Cellular,7,Jul,124.0,1,-1.0,0,Unknown,No
58,Blue-collar,Divorced,Secondary,No,916.0,No,No,Cellular,7,Jul,244.0,4,-1.0,0,Unknown,No
25,Services,Single,Secondary,No,402.0,No,Yes,Cellular,7,Jul,264.0,1,-1.0,0,Unknown,No
32,Blue-collar,Single,Secondary,No,22.0,No,No,Cellular,7,Jul,280.0,1,-1.0,0,Unknown,No
38,Blue-collar,Married,Primary,No,433.0,No,No,Cellular,7,Jul,116.0,3,-1.0,0,Unknown,No
33,Management,Single,Secondary,No,1326.0,No,Yes,Cellular,7,Jul,164.0,2,-1.0,0,Unknown,No
37,Administrative,Married,Secondary,No,147.0,Yes,No,Cellular,7,Jul,25.0,30,-1.0,0,Unknown,No
38,Management,Married,Tertiary,No,76.0,Yes,No,Cellular,7,Jul,196.0,3,-1.0,0,Unknown,No
31,Management,Single,Tertiary,No,1598.0,Yes,No,Cellular,7,Jul,36.0,33,-1.0,0,Unknown,No
52,Blue-collar,Divorced,Secondary,No,497.0,No,Yes,Cellular,7,Jul,277.0,2,-1.0,0,Unknown,No
27,Administrative,Single,Secondary,No,145.0,No,Yes,Cellular,7,Jul,95.0,3,-1.0,0,Unknown,No
25,Blue-collar,Married,Primary,No,0.0,No,No,Cellular,7,Jul,116.0,1,-1.0,0,Unknown,No
31,Administrative,Single,Tertiary,No,383.0,No,Yes,Cellular,7,Jul,305.0,1,-1.0,0,Unknown,No
35,Management,Married,Tertiary,No,1361.0,No,Yes,Cellular,7,Jul,15.0,11,-1.0,0,Unknown,No
28,Unemployed,Single,Secondary,Yes,-1270.0,No,Yes,Telephone,7,Jul,237.0,2,-1.0,0,Unknown,No
29,Blue-collar,Married,Secondary,No,-305.0,Yes,Yes,Cellular,7,Jul,263.0,1,-1.0,0,Unknown,No
33,Technician,Married,Secondary,No,2284.0,Yes,Yes,Cellular,7,Jul,210.0,2,-1.0,0,Unknown,No
39,Services,Married,Secondary,No,0.0,No,No,Cellular,7,Jul,333.0,5,-1.0,0,Unknown,No
47,Blue-collar,Married,Secondary,Yes,-594.0,Yes,Yes,Cellular,7,Jul,100.0,4,-1.0,0,Unknown,No
39,Blue-collar,Married,Unknown,No,18.0,No,No,Cellular,7,Jul,75.0,3,-1.0,0,Unknown,No
50,Technician,Married,Secondary,No,1717.0,No,No,Telephone,7,Jul,416.0,8,-1.0,0,Unknown,No
50,Self-employed,Divorced,Tertiary,No,387.0,No,No,Cellular,7,Jul,221.0,8,-1.0,0,Unknown,No
49,Management,Married,Tertiary,No,96.0,No,No,Cellular,7,Jul,51.0,2,-1.0,0,Unknown,No
44,Entrepreneur,Married,Primary,No,5038.0,No,No,Cellular,7,Jul,199.0,7,-1.0,0,Unknown,No
28,Technician,Single,Secondary,No,1581.0,No,Yes,Cellular,7,Jul,576.0,2,-1.0,0,Unknown,No
31,Services,Single,Secondary,No,8.0,No,No,Cellular,7,Jul,340.0,3,-1.0,0,Unknown,No
47,Housemaid,Married,Secondary,No,1152.0,No,No,Telephone,7,Jul,260.0,13,-1.0,0,Unknown,No
30,Technician,Married,Tertiary,No,101.0,Yes,Yes,Cellular,7,Jul,187.0,3,-1.0,0,Unknown,No
29,Blue-collar,Single,Secondary,No,218.0,No,No,Cellular,7,Jul,255.0,2,-1.0,0,Unknown,No
51,Blue-collar,Married,Primary,No,720.0,No,No,Cellular,7,Jul,160.0,5,-1.0,0,Unknown,No
44,Administrative,Divorced,Tertiary,No,0.0,Yes,No,Cellular,7,Jul,96.0,3,-1.0,0,Unknown,No
43,Management,Married,Secondary,No,-213.0,No,Yes,Telephone,7,Jul,543.0,2,-1.0,0,Unknown,No
44,Services,Married,Secondary,No,300.0,Yes,No,Cellular,7,Jul,182.0,3,-1.0,0,Unknown,No
41,Administrative,Married,Secondary,No,-396.0,Yes,No,Cellular,7,Jul,104.0,4,-1.0,0,Unknown,No
59,Blue-collar,Divorced,Primary,No,55.0,No,No,Cellular,7,Jul,13.0,20,-1.0,0,Unknown,No
49,Self-employed,Single,Secondary,No,766.0,Yes,No,Cellular,7,Jul,150.0,4,-1.0,0,Unknown,No
31,Technician,Single,Secondary,No,9.0,No,No,Cellular,7,Jul,167.0,2,-1.0,0,Unknown,No
50,Entrepreneur,Divorced,Tertiary,No,223.0,No,No,Cellular,7,Jul,264.0,5,-1.0,0,Unknown,No
33,Entrepreneur,Married,Secondary,No,0.0,No,Yes,Cellular,7,Jul,224.0,4,-1.0,0,Unknown,No
58,Blue-collar,Married,Primary,No,853.0,No,No,Cellular,7,Jul,317.0,3,-1.0,0,Unknown,No
36,Blue-collar,Single,Tertiary,No,1346.0,No,No,Cellular,7,Jul,74.0,7,-1.0,0,Unknown,No
35,Management,Married,Tertiary,No,122.0,No,No,Cellular,7,Jul,179.0,4,-1.0,0,Unknown,No
30,Administrative,Single,Secondary,No,52.0,No,Yes,Cellular,7,Jul,422.0,1,-1.0,0,Unknown,No
27,Blue-collar,Single,Primary,No,1659.0,No,Yes,Cellular,7,Jul,447.0,3,-1.0,0,Unknown,No
35,Management,Married,Tertiary,No,126.0,No,Yes,Cellular,7,Jul,371.0,2,-1.0,0,Unknown,No
53,Blue-collar,Married,Secondary,No,143.0,Yes,No,Cellular,7,Jul,122.0,5,-1.0,0,Unknown,No
35,Blue-collar,Single,Secondary,No,1688.0,Yes,No,Telephone,7,Jul,41.0,4,-1.0,0,Unknown,No
60,Management,Married,Tertiary,Yes,-108.0,No,Yes,Cellular,7,Jul,79.0,2,-1.0,0,Unknown,No
27,Blue-collar,Married,Secondary,No,102.0,No,Yes,Cellular,7,Jul,159.0,2,-1.0,0,Unknown,No
54,Self-employed,Married,Secondary,No,203.0,Yes,No,Telephone,7,Jul,238.0,8,-1.0,0,Unknown,No
48,Self-employed,Married,Secondary,No,252.0,No,No,Cellular,7,Jul,261.0,5,-1.0,0,Unknown,No
40,Management,Divorced,Secondary,No,-626.0,Yes,No,Cellular,7,Jul,140.0,4,-1.0,0,Unknown,No
26,Blue-collar,Single,Secondary,No,6.0,No,Yes,Telephone,7,Jul,360.0,3,-1.0,0,Unknown,No
38,Technician,Married,Secondary,No,0.0,Yes,Yes,Cellular,7,Jul,500.0,5,-1.0,0,Unknown,No
31,Blue-collar,Married,Primary,No,76.0,No,Yes,Telephone,7,Jul,146.0,4,-1.0,0,Unknown,No
46,Blue-collar,Married,Primary,No,14.0,No,No,Cellular,7,Jul,407.0,1,-1.0,0,Unknown,No
27,Management,Single,Tertiary,No,1117.0,Yes,No,Cellular,7,Jul,416.0,4,-1.0,0,Unknown,No
53,Blue-collar,Married,Primary,No,1086.0,No,No,Cellular,7,Jul,112.0,5,-1.0,0,Unknown,No
40,Blue-collar,Married,Primary,Yes,-23.0,No,Yes,Cellular,7,Jul,756.0,3,-1.0,0,Unknown,No
43,Entrepreneur,Married,Secondary,No,128.0,Yes,No,Telephone,7,Jul,122.0,2,-1.0,0,Unknown,No
37,Blue-collar,Married,Unknown,No,897.0,Yes,No,Cellular,7,Jul,339.0,2,-1.0,0,Unknown,No
31,Housemaid,Married,Primary,No,-367.0,Yes,Yes,Telephone,7,Jul,352.0,2,-1.0,0,Unknown,No
28,Self-employed,Married,Secondary,No,-228.0,Yes,Yes,Cellular,7,Jul,164.0,3,-1.0,0,Unknown,No
43,Blue-collar,Married,Primary,No,8.0,No,No,Telephone,7,Jul,245.0,5,-1.0,0,Unknown,No
28,Blue-collar,Married,Secondary,No,619.0,No,No,Telephone,7,Jul,327.0,2,-1.0,0,Unknown,No
47,Services,Married,Secondary,No,24.0,No,Yes,Cellular,7,Jul,95.0,2,-1.0,0,Unknown,No
43,Entrepreneur,Single,Tertiary,No,42.0,No,No,Cellular,7,Jul,285.0,1,-1.0,0,Unknown,No
57,Technician,Married,Tertiary,No,-40.0,No,Yes,Cellular,7,Jul,88.0,1,-1.0,0,Unknown,No
58,Retired,Single,Secondary,No,282.0,No,Yes,Cellular,7,Jul,78.0,1,-1.0,0,Unknown,No
25,Blue-collar,Married,Secondary,No,267.0,No,No,Cellular,7,Jul,422.0,2,-1.0,0,Unknown,No
31,Blue-collar,Single,Secondary,No,726.0,No,No,Cellular,7,Jul,719.0,2,-1.0,0,Unknown,Yes
47,Technician,Married,Primary,No,50.0,No,No,Telephone,7,Jul,167.0,3,-1.0,0,Unknown,No
43,Unknown,Married,Secondary,No,1926.0,No,No,Telephone,7,Jul,89.0,13,-1.0,0,Unknown,No
27,Services,Married,Secondary,No,379.0,No,Yes,Cellular,7,Jul,269.0,2,-1.0,0,Unknown,No
45,Entrepreneur,Married,Secondary,No,4688.0,No,No,Cellular,7,Jul,112.0,10,-1.0,0,Unknown,No
31,Management,Married,Tertiary,No,256.0,Yes,No,Cellular,7,Jul,28.0,24,-1.0,0,Unknown,No
33,Technician,Married,Secondary,No,-805.0,No,No,Cellular,7,Jul,208.0,2,-1.0,0,Unknown,No
31,Blue-collar,Single,Secondary,No,-2.0,No,Yes,Cellular,7,Jul,221.0,2,-1.0,0,Unknown,No
32,Services,Single,Secondary,No,473.0,Yes,No,Cellular,7,Jul,624.0,5,-1.0,0,Unknown,No
41,Housemaid,Married,Primary,No,175.0,No,No,Cellular,7,Jul,252.0,1,-1.0,0,Unknown,No
31,Administrative,Single,Secondary,No,-407.0,No,Yes,Cellular,7,Jul,230.0,1,-1.0,0,Unknown,No
30,Services,Single,Secondary,No,148.0,No,Yes,Cellular,7,Jul,482.0,3,-1.0,0,Unknown,No
44,Blue-collar,Single,Primary,No,-24.0,No,No,Telephone,7,Jul,564.0,1,-1.0,0,Unknown,No
28,Student,Single,Secondary,No,305.0,No,No,Cellular,7,Jul,625.0,1,-1.0,0,Unknown,No
31,Entrepreneur,Divorced,Tertiary,No,2.0,No,Yes,Cellular,7,Jul,53.0,1,-1.0,0,Unknown,No
36,Blue-collar,Married,Secondary,No,-308.0,Yes,No,Cellular,7,Jul,279.0,11,-1.0,0,Unknown,No
25,Unknown,Single,Secondary,No,3.0,No,No,Cellular,7,Jul,136.0,1,-1.0,0,Unknown,No
25,Technician,Single,Secondary,No,-55.0,Yes,Yes,Cellular,7,Jul,242.0,1,-1.0,0,Unknown,No
27,Blue-collar,Married,Primary,No,52.0,No,Yes,Cellular,7,Jul,185.0,1,-1.0,0,Unknown,No
60,Management,Married,Tertiary,No,1573.0,No,No,Telephone,7,Jul,79.0,15,-1.0,0,Unknown,No
36,Blue-collar,Single,Unknown,Yes,-395.0,Yes,No,Telephone,7,Jul,9.0,17,-1.0,0,Unknown,No
49,Blue-collar,Married,Primary,No,4140.0,No,No,Cellular,7,Jul,205.0,4,-1.0,0,Unknown,No
25,Blue-collar,Single,Secondary,No,495.0,No,No,Cellular,7,Jul,131.0,3,-1.0,0,Unknown,No
46,Management,Married,Tertiary,No,74.0,Yes,No,Cellular,7,Jul,15.0,11,-1.0,0,Unknown,No
50,Technician,Married,Tertiary,No,92.0,No,Yes,Cellular,7,Jul,192.0,1,-1.0,0,Unknown,No
50,Blue-collar,Divorced,Primary,No,5.0,No,No,Cellular,7,Jul,118.0,1,-1.0,0,Unknown,No
33,Administrative,Married,Tertiary,No,568.0,No,No,Cellular,7,Jul,219.0,1,-1.0,0,Unknown,No
42,Management,Married,Secondary,No,4314.0,No,No,Cellular,7,Jul,214.0,1,-1.0,0,Unknown,No
30,Administrative,Single,Secondary,No,312.0,No,No,Cellular,8,Jul,188.0,1,-1.0,0,Unknown,No
42,Technician,Single,Tertiary,No,24.0,No,No,Cellular,8,Jul,262.0,1,-1.0,0,Unknown,No
28,Administrative,Married,Secondary,No,54.0,No,Yes,Cellular,8,Jul,226.0,1,-1.0,0,Unknown,No
34,Entrepreneur,Married,Tertiary,No,412.0,Yes,Yes,Cellular,8,Jul,164.0,1,-1.0,0,Unknown,No
33,Management,Married,Tertiary,No,-139.0,No,No,Cellular,8,Jul,290.0,1,-1.0,0,Unknown,No
26,Entrepreneur,Married,Secondary,No,-306.0,No,Yes,Cellular,8,Jul,342.0,1,-1.0,0,Unknown,No
29,Administrative,Single,Secondary,No,210.0,No,Yes,Cellular,8,Jul,140.0,1,-1.0,0,Unknown,No
28,Administrative,Single,Secondary,No,551.0,No,Yes,Cellular,8,Jul,161.0,1,-1.0,0,Unknown,No
32,Technician,Divorced,Tertiary,No,31.0,No,Yes,Cellular,8,Jul,259.0,1,-1.0,0,Unknown,No
45,Services,Married,Secondary,No,0.0,No,Yes,Cellular,8,Jul,47.0,7,-1.0,0,Unknown,No
59,Retired,Married,Secondary,No,184.0,No,No,Cellular,8,Jul,163.0,1,-1.0,0,Unknown,No
46,Unemployed,Married,Secondary,No,562.0,No,No,Cellular,8,Jul,491.0,1,-1.0,0,Unknown,No
32,Management,Married,Tertiary,No,2102.0,Yes,No,Cellular,8,Jul,220.0,1,-1.0,0,Unknown,No
44,Management,Divorced,Tertiary,No,193.0,No,Yes,Cellular,8,Jul,104.0,2,-1.0,0,Unknown,No
26,Blue-collar,Single,Secondary,No,5.0,No,No,Telephone,8,Jul,54.0,3,-1.0,0,Unknown,No
53,Management,Married,Secondary,No,66.0,No,Yes,Telephone,8,Jul,141.0,1,-1.0,0,Unknown,No
46,Blue-collar,Married,Primary,No,-169.0,Yes,Yes,Cellular,8,Jul,109.0,1,-1.0,0,Unknown,No
35,Entrepreneur,Married,Primary,No,2643.0,No,Yes,Cellular,8,Jul,259.0,1,-1.0,0,Unknown,No
56,Blue-collar,Divorced,Primary,No,12.0,No,No,Cellular,8,Jul,226.0,1,-1.0,0,Unknown,No
60,Management,Married,Primary,No,75.0,No,Yes,Cellular,8,Jul,183.0,1,-1.0,0,Unknown,No
36,Technician,Married,Secondary,No,-257.0,No,No,Cellular,8,Jul,24.0,26,-1.0,0,Unknown,No
29,Blue-collar,Single,Primary,No,170.0,Yes,No,Cellular,8,Jul,216.0,1,-1.0,0,Unknown,No
60,Technician,Divorced,Primary,No,-85.0,No,Yes,Telephone,8,Jul,58.0,2,-1.0,0,Unknown,No
55,Management,Married,Tertiary,No,979.0,No,Yes,Cellular,8,Jul,123.0,1,-1.0,0,Unknown,No
27,Management,Single,Tertiary,No,136.0,No,Yes,Cellular,8,Jul,146.0,1,-1.0,0,Unknown,No
